x,y,v
52,18,7
52,20,8
52,22,8
52,24,9
52,26,10
52,28,11
52,30,12
52,32,13
52,34,14
52,36,16
52,38,17
52,40,19
52,42,20
52,44,23
52,46,24
52,48,27
52,50,29
52,52,32
52,54,35
52,56,38
52,58,41
52,60,44
52,62,47
52,64,50
52,66,52
52,68,55
52,70,58
52,72,60
52,74,62
52,76,64
52,78,66
52,80,67
52,82,68
52,84,68
52,86,68
52,88,67
52,90,67
52,92,65
52,94,64
52,96,62
52,98,60
52,100,57
52,102,55
52,104,52
52,106,49
52,108,46
52,110,43
52,112,40
52,114,37
52,116,34
52,118,31
52,120,29
52,122,26
52,124,24
52,126,22
52,128,20
52,130,18
52,132,16
52,134,15
52,136,13
52,138,12
52,140,11
52,142,10
52,144,9
52,146,8
52,148,8
54,0,4
54,2,5
54,4,5
54,6,5
54,8,5
54,10,5
54,12,6
54,14,6
54,16,7
54,18,7
54,20,8
54,22,8
54,24,9
54,26,10
54,28,11
54,30,12
54,32,13
54,34,14
54,36,16
54,38,17
54,40,19
54,42,21
54,44,23
54,46,25
54,48,27
54,50,30
54,52,32
54,54,35
54,56,38
54,58,40
54,60,43
54,62,46
54,64,49
54,66,52
54,68,55
54,70,57
54,72,59
54,74,62
54,76,63
54,78,65
54,80,66
54,82,67
54,84,67
54,86,67
54,88,67
54,90,66
54,92,65
54,94,63
54,96,61
54,98,59
54,100,57
54,102,54
54,104,52
54,106,49
54,108,46
54,110,43
54,112,40
54,114,37
54,116,34
54,118,31
54,120,29
54,122,26
54,124,24
54,126,22
54,128,20
54,130,18
54,132,17
54,134,15
54,136,13
54,138,12
54,140,11
54,142,10
54,144,9
54,146,9
54,148,8
56,0,5
56,2,5
56,4,5
56,6,5
56,8,5
56,10,6
56,12,6
56,14,6
56,16,7
56,18,7
56,20,8
56,22,9
56,24,9
56,26,10
56,28,11
56,30,12
56,32,13
56,34,14
56,36,16
56,38,17
56,40,19
56,42,21
56,44,22
56,46,25
56,48,27
56,50,29
56,52,32
56,54,34
56,56,37
56,58,40
56,60,43
56,62,46
56,64,48
56,66,51
56,68,53
56,70,56
56,72,58
56,74,60
56,76,62
56,78,63
56,80,64
56,82,65
56,84,65
56,86,65
56,88,65
56,90,64
56,92,62
56,94,61
56,96,59
56,98,57
56,100,55
56,102,53
56,104,50
56,106,48
56,108,44
56,110,42
56,112,39
56,114,36
56,116,33
56,118,31
56,120,28
56,122,26
56,124,24
56,126,22
56,128,20
56,130,18
56,132,16
56,134,15
56,136,13
56,138,12
56,140,11
56,142,11
56,144,9
56,146,9
56,148,8
58,0,5
58,2,5
58,4,5
58,6,5
58,8,6
58,10,6
58,12,6
58,14,7
58,16,7
